meal_id,meal_name,meal_time,diet_type,meal_type,suitable_for,calories,protein,carbs,fats,fiber_g,glycemic_index,prep_time_min,is_gluten_free,is_diabetic_friendly,portion,scalable
67,2 Rotis + Dal + Bhindi + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",700,23.0,93.0,24.0,18.0,Medium,30,No,No,2 × 1 roti (50g) + 1 × 150g dal + 1 × 150g bhindi sabzi + 1 × 100g salad + 1 × 200ml chaas,No
66,Egg Curry + Rice + Salad + Buttermilk,Lunch,Non-Veg,Balanced,"Toning,Yoga",575,24.8,62.0,22.0,3.8,Medium,17,Yes,Yes,1 × 2 eggs curry (150g) + 1.5 × 100g steamed rice + 1 × 100g salad + 1 × 200ml buttermilk,No
111,Pomegranate + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,343,11.7,61.0,6.2,5.2,Low,7,Yes,Yes,100g pomegranate arils + 150g oats upma + Low,Yes
61,Grilled Chicken + Brown Rice + Curd + Salad,Lunch,Non-Veg,Balanced,"Toning,Yoga",550,41.4,50.0,16.0,5.7,Low,30,Yes,Yes,1 × 150g grilled chicken + 1.5 × 100g brown rice + 1 × 100g curd + 1 × 100g salad,Yes
1,Grilled Chicken + Brown Rice + Salad,Dinner,Non-Veg,Deficit,"Weight Loss,Yoga",454,37.1,38.0,12.0,5.2,Low,34,Yes,Yes,1 × 150g grilled chicken + 1.2 × 100g brown rice + 1 × 100g salad,No
69,2 Rotis + Dal + Bhindi + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",700,23.0,93.0,24.0,18.0,Medium,29,No,No,2 × 1 roti (50g) + 1 × 150g dal + 1 × 150g bhindi sabzi + 1 × 100g salad + 1 × 200ml chaas,Yes
111,Pomegranate + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,343,11.7,61.0,6.2,5.2,Low,7,Yes,Yes,100g pomegranate arils + 150g oats upma + Low,Yes
12,Chicken Soup + Salad,Snack,Non-Veg,Balanced,"Toning,Yoga",190,15.5,10.0,9.0,3.0,Low,20,Yes,Yes,0.5 × 150g chicken curry + 1 × 100g salad,Yes
74,Khichdi + Salad + Buttermilk,Lunch,Veg,Deficit,"Weight Loss,Yoga",480,17.0,69.0,12.0,9.0,Low,24,Yes,Yes,1 × 250g khichdi + 1 × 100g salad + 1 × 200ml buttermilk,Yes
106,Pomegranate + Idli + Sambar + Coffee,Breakfast,Veg,Balanced,Toning,373,11.7,68.0,5.2,5.2,Medium,6,Yes,Yes,100g pomegranate arils + 2 idlis (100g) + 150g sambar + Medium,No
36,Upma + Coconut Water,Breakfast,Veg,Deficit,"Weight Loss,Yoga",315,6.0,56.0,8.0,2.0,Medium,15,No,Yes,1 × 150g upma + 1 × 200ml coconut water,Yes
58,Idli Sambar + Chutney + Filter Coffee,Breakfast,Veg,Deficit,"Weight Loss,Yoga",350,12.0,56.0,8.0,5.0,Low,22,Yes,Yes,1 × 2 idlis (100g) + 1 × 150g sambar + 1 × 30g chutney + 1 × 150ml filter coffee,Yes
118,Apple + Idli + Sambar + Chai,Breakfast,Veg,Balanced,Toning,332,10.3,63.0,5.2,6.4,Low,10,Yes,Yes,1 apple (100g) + 2 idlis (100g) + 150g sambar + Medium,No
117,Banana + Salad + Buttermilk,Snack,Veg,Deficit,Weight Loss,220,6.0,41.0,3.3,5.6,Low,12,Yes,Yes,1 banana (100g) + 100g salad + Low,Yes
81,Besan Chilla + Chutney + Chaas,Breakfast,Veg,Balanced,"Toning,Yoga",400,17.0,40.0,14.0,6.0,Low,29,Yes,Yes,1 × 2 besan chillas (150g) + 1 × 30g chutney + 1 × 200ml chaas,Yes
88,Moong Chilla + Curd,Breakfast,Veg,Deficit,"Weight Loss,Yoga",310,17.5,30.0,11.0,6.0,Low,27,Yes,Yes,1 × 2 moong chillas (150g) + 1 × 100g curd,Yes
92,Rajma + Jeera Rice + Salad + Chaas,Lunch,Veg,Balanced,"Toning,Yoga",550,20.8,90.0,10.0,11.8,Medium,33,Yes,Yes,1 × 150g rajma + 1.5 × 100g jeera rice + 1 × 100g salad + 1 × 200ml chaas,No
16,Chole + 2 Rotis + Salad + Buttermilk,Lunch,Veg,Balanced,"Toning,Yoga",610,23.0,82.0,18.0,14.0,Medium,23,No,Yes,1 × 150g chole + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml buttermilk,Yes
21,2 Rotis + Dal + Bhindi + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",700,23.0,93.0,24.0,18.0,Medium,14,No,No,2 × 1 roti (50g) + 1 × 150g dal + 1 × 150g bhindi sabzi + 1 × 100g salad + 1 × 200ml chaas,Yes
49,Chicken Soup + Salad,Snack,Non-Veg,Balanced,"Toning,Yoga",190,15.5,10.0,9.0,3.0,Low,16,Yes,Yes,0.5 × 150g chicken curry + 1 × 100g salad,No
33,Paratha + Curd + Chai,Breakfast,Veg,Deficit,"Weight Loss,Yoga",320,9.0,40.0,13.0,3.0,Medium,17,No,Yes,1 × 1 paratha (80g) + 1 × 100g curd + 1 × 150ml masala chai,No
113,Banana + Sprouts Chaat + Buttermilk,Snack,Veg,Balanced,Weight Loss,280,12.0,51.0,4.3,4.6,Low,15,Yes,Yes,1 banana (100g) + 100g sprouts chaat + Low,No
45,Chole + 2 Rotis + Salad + Buttermilk,Lunch,Veg,Balanced,"Toning,Yoga",610,23.0,82.0,18.0,14.0,Medium,20,No,Yes,1 × 150g chole + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml buttermilk,No
119,Watermelon + Poha + Chaas,Breakfast,Veg,Balanced,Toning,310,9.0,55.0,5.2,2.6,Medium,5,Yes,Yes,200g watermelon + 150g poha + Low,Yes
70,Dosa + Sambar + Chutney,Breakfast,Veg,Balanced,"Toning,Yoga",360,10.0,51.0,12.0,5.0,Medium,30,Yes,Yes,1 × 1 dosa (120g) + 1 × 150g sambar + 1 × 30g chutney,No
38,Dosa + Sambar + Chutney,Breakfast,Veg,Balanced,"Toning,Yoga",360,10.0,51.0,12.0,5.0,Medium,26,Yes,Yes,1 × 1 dosa (120g) + 1 × 150g sambar + 1 × 30g chutney,Yes
5,Millet Rotis + Palak Paneer + Salad,Dinner,Veg,Balanced,"Toning,Yoga",550,24.0,64.0,21.0,12.0,Medium,20,Yes,Yes,2 × 1 millet roti (50g) + 1 × 150g palak paneer + 1 × 100g salad,No
77,Moong Chilla + Curd,Breakfast,Veg,Deficit,"Weight Loss,Yoga",310,17.5,30.0,11.0,6.0,Low,25,Yes,Yes,1 × 2 moong chillas (150g) + 1 × 100g curd,Yes
111,Pomegranate + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,343,11.7,61.0,6.2,5.2,Low,7,Yes,Yes,100g pomegranate arils + 150g oats upma + Low,Yes
31,Chicken Curry + 2 Rotis + Salad + Chaas,Lunch,Non-Veg,Balanced,"Toning,Yoga",650,38.0,58.0,26.0,7.0,Medium,34,No,Yes,1 × 150g chicken curry + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml chaas,No
109,Banana + Oats Upma + Lime Water,Breakfast,Veg,Balanced,Toning,310,8.0,65.0,4.3,6.6,Low,6,Yes,Yes,1 banana (100g) + 150g oats upma + Low,No
74,Khichdi + Salad + Buttermilk,Lunch,Veg,Deficit,"Weight Loss,Yoga",480,17.0,69.0,12.0,9.0,Low,24,Yes,Yes,1 × 250g khichdi + 1 × 100g salad + 1 × 200ml buttermilk,Yes
72,Oats Upma + Banana + Green Tea,Breakfast,Veg,Deficit,"Weight Loss,Yoga",321,8.1,61.0,5.0,8.6,Medium,13,Yes,Yes,1 × 150g oats upma + 1 × 100g banana + 1 × 150ml green tea,Yes
105,Apple + Idli + Sambar + Chai,Breakfast,Veg,Balanced,Toning,332,10.3,63.0,5.2,6.4,Low,14,Yes,Yes,1 apple (100g) + 2 idlis (100g) + 150g sambar + Medium,Yes
76,Boiled Eggs + Lime Water,Snack,Non-Veg,Deficit,"Weight Loss,Yoga",174,9.8,8.0,11.0,0.0,Low,19,Yes,Yes,0.7 × 2 eggs bhurji (100g) + 1 × 200ml fresh lime water,Yes
107,Watermelon + Oats Upma + Chai,Breakfast,Veg,Balanced,Toning,300,10.0,56.0,6.2,4.6,Low,9,Yes,Yes,200g watermelon + 150g oats upma + Medium,Yes
67,2 Rotis + Dal + Bhindi + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",700,23.0,93.0,24.0,18.0,Medium,30,No,No,2 × 1 roti (50g) + 1 × 150g dal + 1 × 150g bhindi sabzi + 1 × 100g salad + 1 × 200ml chaas,No
48,Grilled Chicken + Brown Rice + Curd + Salad,Lunch,Non-Veg,Balanced,"Toning,Yoga",550,41.4,50.0,16.0,5.7,Low,18,Yes,Yes,1 × 150g grilled chicken + 1.5 × 100g brown rice + 1 × 100g curd + 1 × 100g salad,No
53,Paneer Curry + 2 Rotis + Salad,Dinner,Veg,Balanced,"Toning,Yoga",610,26.0,58.0,29.0,8.0,Medium,23,No,Yes,1 × 150g paneer curry + 2 × 1 roti (50g) + 1 × 100g salad,No
116,Watermelon + Salad + Chaas,Snack,Veg,Deficit,Weight Loss,180,6.0,32.0,2.2,3.6,Low,16,Yes,Yes,200g watermelon + 100g salad + Low,Yes
36,Upma + Coconut Water,Breakfast,Veg,Deficit,"Weight Loss,Yoga",315,6.0,56.0,8.0,2.0,Medium,15,No,Yes,1 × 150g upma + 1 × 200ml coconut water,Yes
91,Paneer Curry + 2 Rotis + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",690,29.0,64.0,32.0,8.0,Medium,19,No,No,1 × 150g paneer curry + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml chaas,Yes
115,Apple + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,312,10.3,56.0,6.2,6.4,Low,5,Yes,Yes,1 apple (100g) + 150g oats upma + Low,No
66,Egg Curry + Rice + Salad + Buttermilk,Lunch,Non-Veg,Balanced,"Toning,Yoga",575,24.8,62.0,22.0,3.8,Medium,17,Yes,Yes,1 × 2 eggs curry (150g) + 1.5 × 100g steamed rice + 1 × 100g salad + 1 × 200ml buttermilk,No
46,Boiled Eggs + Lime Water,Snack,Non-Veg,Deficit,"Weight Loss,Yoga",174,9.8,8.0,11.0,0.0,Low,27,Yes,Yes,0.7 × 2 eggs bhurji (100g) + 1 × 200ml fresh lime water,No
60,Egg Curry + Rice + Salad + Buttermilk,Lunch,Non-Veg,Balanced,"Toning,Yoga",575,24.8,62.0,22.0,3.8,Medium,16,Yes,Yes,1 × 2 eggs curry (150g) + 1.5 × 100g steamed rice + 1 × 100g salad + 1 × 200ml buttermilk,No
63,Egg Curry + 2 Rotis + Salad,Dinner,Non-Veg,Balanced,"Toning,Yoga",540,24.0,54.0,23.0,7.0,Medium,18,No,Yes,1 × 2 eggs curry (150g) + 2 × 1 roti (50g) + 1 × 100g salad,Yes
25,Roasted Chana + Chai,Snack,Veg,Balanced,"Toning,Yoga",220,10.5,32.0,4.0,8.0,Medium,12,Yes,Yes,1 × 40g roasted chana + 1 × 150ml masala chai,No
38,Dosa + Sambar + Chutney,Breakfast,Veg,Balanced,"Toning,Yoga",360,10.0,51.0,12.0,5.0,Medium,26,Yes,Yes,1 × 1 dosa (120g) + 1 × 150g sambar + 1 × 30g chutney,Yes
15,Veg Pulao + Raita,Dinner,Veg,Deficit,"Weight Loss,Yoga",368,9.4,51.0,11.0,2.7,Medium,13,Yes,Yes,0.9 × 200g veg pulao + 1 × 100g raita,No
10,Khichdi + Curd + Salad,Dinner,Veg,Deficit,"Weight Loss,Yoga",425,16.3,62.0,11.0,8.4,Low,26,Yes,Yes,0.9 × 250g khichdi + 1 × 100g curd + 1 × 100g salad,Yes
115,Apple + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,312,10.3,56.0,6.2,6.4,Low,5,Yes,Yes,1 apple (100g) + 150g oats upma + Low,No
63,Egg Curry + 2 Rotis + Salad,Dinner,Non-Veg,Balanced,"Toning,Yoga",540,24.0,54.0,23.0,7.0,Medium,18,No,Yes,1 × 2 eggs curry (150g) + 2 × 1 roti (50g) + 1 × 100g salad,Yes
111,Pomegranate + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,343,11.7,61.0,6.2,5.2,Low,7,Yes,Yes,100g pomegranate arils + 150g oats upma + Low,Yes
31,Chicken Curry + 2 Rotis + Salad + Chaas,Lunch,Non-Veg,Balanced,"Toning,Yoga",650,38.0,58.0,26.0,7.0,Medium,34,No,Yes,1 × 150g chicken curry + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml chaas,No
14,Chole + 2 Rotis + Salad + Buttermilk,Lunch,Veg,Balanced,"Toning,Yoga",610,23.0,82.0,18.0,14.0,Medium,21,No,Yes,1 × 150g chole + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml buttermilk,Yes
106,Pomegranate + Idli + Sambar + Coffee,Breakfast,Veg,Balanced,Toning,373,11.7,68.0,5.2,5.2,Medium,6,Yes,Yes,100g pomegranate arils + 2 idlis (100g) + 150g sambar + Medium,No
79,Chole + 2 Rotis + Salad + Buttermilk,Lunch,Veg,Balanced,"Toning,Yoga",610,23.0,82.0,18.0,14.0,Medium,21,No,Yes,1 × 150g chole + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml buttermilk,Yes
110,Watermelon + Roasted Chana + Chai,Snack,Veg,Balanced,Toning,300,12.0,54.0,7.2,8.6,Low,9,Yes,Yes,200g watermelon + 50g roasted chana + Medium,Yes
117,Banana + Salad + Buttermilk,Snack,Veg,Deficit,Weight Loss,220,6.0,41.0,3.3,5.6,Low,12,Yes,Yes,1 banana (100g) + 100g salad + Low,Yes
78,Fruit Bowl + Buttermilk,Snack,Veg,Deficit,"Weight Loss,Yoga",132,3.3,20.0,3.0,2.4,Medium,32,Yes,Yes,1 × 100g apple + 1 × 200ml buttermilk,No
118,Apple + Idli + Sambar + Chai,Breakfast,Veg,Balanced,Toning,332,10.3,63.0,5.2,6.4,Low,10,Yes,Yes,1 apple (100g) + 2 idlis (100g) + 150g sambar + Medium,No
115,Apple + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,312,10.3,56.0,6.2,6.4,Low,5,Yes,Yes,1 apple (100g) + 150g oats upma + Low,No
3,Khichdi + Curd + Salad,Dinner,Veg,Deficit,"Weight Loss,Yoga",425,16.3,62.0,11.0,8.4,Low,18,Yes,Yes,0.9 × 250g khichdi + 1 × 100g curd + 1 × 100g salad,No
38,Dosa + Sambar + Chutney,Breakfast,Veg,Balanced,"Toning,Yoga",360,10.0,51.0,12.0,5.0,Medium,26,Yes,Yes,1 × 1 dosa (120g) + 1 × 150g sambar + 1 × 30g chutney,Yes
44,Millet Rotis + Dal + Mix Veg + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",660,22.0,94.0,19.0,17.0,Medium,10,Yes,No,2 × 1 millet roti (50g) + 1 × 150g dal + 1 × 150g mixed veg sabzi + 1 × 200ml chaas,Yes
8,Dhokla + Chutney + Coffee,Snack,Veg,Balanced,"Toning,Yoga",260,9.0,41.0,6.0,3.0,Low,10,No,Yes,1 × 100g dhokla + 1 × 30g chutney + 1 × 150ml filter coffee,No
21,2 Rotis + Dal + Bhindi + Salad + Chaas,Lunch,Veg,Surplus,"Weight Gain,Toning",700,23.0,93.0,24.0,18.0,Medium,14,No,No,2 × 1 roti (50g) + 1 × 150g dal + 1 × 150g bhindi sabzi + 1 × 100g salad + 1 × 200ml chaas,Yes
74,Khichdi + Salad + Buttermilk,Lunch,Veg,Deficit,"Weight Loss,Yoga",480,17.0,69.0,12.0,9.0,Low,24,Yes,Yes,1 × 250g khichdi + 1 × 100g salad + 1 × 200ml buttermilk,Yes
8,Dhokla + Chutney + Coffee,Snack,Veg,Balanced,"Toning,Yoga",260,9.0,41.0,6.0,3.0,Low,10,No,Yes,1 × 100g dhokla + 1 × 30g chutney + 1 × 150ml filter coffee,No
68,Grilled Chicken + Brown Rice + Salad,Dinner,Non-Veg,Deficit,"Weight Loss,Yoga",454,37.1,38.0,12.0,5.2,Low,18,Yes,Yes,1 × 150g grilled chicken + 1.2 × 100g brown rice + 1 × 100g salad,No
58,Idli Sambar + Chutney + Filter Coffee,Breakfast,Veg,Deficit,"Weight Loss,Yoga",350,12.0,56.0,8.0,5.0,Low,22,Yes,Yes,1 × 2 idlis (100g) + 1 × 150g sambar + 1 × 30g chutney + 1 × 150ml filter coffee,Yes
113,Banana + Sprouts Chaat + Buttermilk,Snack,Veg,Balanced,Weight Loss,280,12.0,51.0,4.3,4.6,Low,15,Yes,Yes,1 banana (100g) + 100g sprouts chaat + Low,No
81,Besan Chilla + Chutney + Chaas,Breakfast,Veg,Balanced,"Toning,Yoga",400,17.0,40.0,14.0,6.0,Low,29,Yes,Yes,1 × 2 besan chillas (150g) + 1 × 30g chutney + 1 × 200ml chaas,Yes
111,Pomegranate + Oats Upma + Chaas,Breakfast,Veg,Balanced,Toning,343,11.7,61.0,6.2,5.2,Low,7,Yes,Yes,100g pomegranate arils + 150g oats upma + Low,Yes
14,Chole + 2 Rotis + Salad + Buttermilk,Lunch,Veg,Balanced,"Toning,Yoga",610,23.0,82.0,18.0,14.0,Medium,21,No,Yes,1 × 150g chole + 2 × 1 roti (50g) + 1 × 100g salad + 1 × 200ml buttermilk,Yes
57,Egg Curry + 2 Rotis + Salad,Dinner,Non-Veg,Balanced,"Toning,Yoga",540,24.0,54.0,23.0,7.0,Medium,13,No,Yes,1 × 2 eggs curry (150g) + 2 × 1 roti (50g) + 1 × 100g salad,Yes
82,Khichdi + Salad + Buttermilk,Lunch,Veg,Deficit,"Weight Loss,Yoga",480,17.0,69.0,12.0,9.0,Low,13,Yes,Yes,1 × 250g khichdi + 1 × 100g salad + 1 × 200ml buttermilk,No
120,Watermelon + Sprouts Chaat + Lime Water,Snack,Veg,Deficit,Weight Loss,200,9.0,42.0,1.2,2.6,Low,17,Yes,Yes,200g watermelon + 100g sprouts chaat + Low,No
86,Chicken Curry + 2 Rotis + Salad,Dinner,Non-Veg,Balanced,"Toning,Yoga",570,35.0,52.0,23.0,7.0,Medium,12,No,Yes,1 × 150g chicken curry + 2 × 1 roti (50g) + 1 × 100g salad,No
201,Apple Almond Porridge,Lunch,Non-Veg,Balanced,"Weight Loss,Weight Gain",333,36.7,48.0,17.5,2.8,High,25,No,Yes,1 × Apple Almond Porridge + 1 × Lassi,Yes
202,Curd Rice + Fruit Bowl,Breakfast,Non-Veg,Balanced,"Weight Loss,Weight Gain",489,25.4,73.4,21.4,12.4,High,11,No,No,1 × Curd Rice + Fruit Bowl + 1 × Green Tea,No
203,Multigrain Paratha + Dahi,Breakfast,Veg,Balanced,Weight Loss,252,24.4,50.3,16.3,11.7,Medium,9,No,No,1 × Multigrain Paratha + Dahi + 1 × Green Tea,Yes
204,Mixed Dal Dosa,Breakfast,Non-Veg,Deficit,"Toning,Weight Loss",592,30.1,75.6,21.4,8.1,High,21,No,No,1 × Mixed Dal Dosa + 1 × w/ Curd,No
205,Sweet Potato Chaat,Lunch,Veg,Balanced,Yoga,356,35.8,52.8,21.5,8.2,Low,14,Yes,Yes,1 × Sweet Potato Chaat + 1 × Salad,No
206,Moong Dal Cheela,Snack,Veg,Balanced,Toning,231,11.9,57.1,10.6,9.6,Low,18,Yes,Yes,1 × Moong Dal Cheela + 1 × Salad,Yes
207,Egg White Omelette + Sprouts,Lunch,Non-Veg,Balanced,Yoga,580,7.5,56.2,7.9,12.1,Medium,26,No,Yes,1 × Egg White Omelette + Sprouts + 1 × Green Tea,Yes
208,Soya Chaap Curry + Rice,Dinner,Veg,Surplus,"Weight Loss,Yoga",412,12.2,41.0,21.8,12.7,Medium,27,Yes,Yes,1 × Soya Chaap Curry + Rice + 1 × Fruit Bowl,Yes
209,Grilled Fish + Quinoa,Lunch,Veg,Surplus,"Toning,Yoga",312,29.5,46.2,20.1,8.7,Medium,22,Yes,No,1 × Grilled Fish + Quinoa + 1 × Lassi,Yes
210,Egg Tomato Bhurji,Snack,Veg,Surplus,Yoga,595,7.3,60.1,13.6,4.1,Medium,32,No,Yes,1 × Egg Tomato Bhurji + 1 × Green Tea,No
211,Soya Chaap Curry + Rice,Snack,Non-Veg,Surplus,Weight Gain,631,28.5,35.9,2.6,9.4,Low,20,Yes,No,1 × Soya Chaap Curry + Rice + 1 × Fruit Bowl,Yes
212,Quinoa Veg Salad,Snack,Veg,Balanced,"Yoga,Weight Loss",423,12.7,26.9,7.1,8.7,Low,21,No,Yes,1 × Quinoa Veg Salad + 1 × Soup,Yes
213,Pesarattu + Peanut Chutney,Snack,Non-Veg,Balanced,Toning,521,29.2,74.1,21.3,13.3,Medium,12,No,No,1 × Pesarattu + Peanut Chutney + 1 × Soup,Yes
214,Chana Salad,Dinner,Non-Veg,Balanced,"Weight Loss,Yoga",363,35.7,70.8,13.3,6.0,Low,23,No,No,1 × Chana Salad + 1 × Herbal Tea,No
215,Sweet Potato Chaat,Breakfast,Veg,Deficit,Toning,437,21.6,60.1,23.2,4.3,Medium,26,No,Yes,1 × Sweet Potato Chaat + 1 × Soup,No
216,Egg White Omelette + Sprouts,Dinner,Non-Veg,Deficit,Yoga,499,29.1,41.4,9.2,12.4,Low,26,No,Yes,1 × Egg White Omelette + Sprouts + 1 × Herbal Tea,No
217,Nutri Nuggets Stir Fry,Dinner,Non-Veg,Surplus,Weight Loss,233,11.7,53.6,12.0,7.9,Medium,16,No,Yes,1 × Nutri Nuggets Stir Fry + 1 × Salad,No
218,Pesarattu + Peanut Chutney,Breakfast,Veg,Deficit,Toning,343,7.7,32.8,6.4,4.6,Medium,14,No,No,1 × Pesarattu + Peanut Chutney + 1 × Fruit Bowl,Yes
219,Apple Almond Porridge,Breakfast,Veg,Balanced,"Toning,Weight Loss",228,9.4,53.7,20.7,13.4,Medium,20,Yes,No,1 × Apple Almond Porridge + 1 × Green Tea,No
220,Chickpea + Avocado Toast,Dinner,Non-Veg,Balanced,"Weight Loss,Weight Gain",488,32.6,65.3,3.5,13.5,Medium,23,No,No,1 × Chickpea + Avocado Toast + 1 × Lassi,Yes
221,Vegetable Stew + Brown Bread,Dinner,Veg,Surplus,"Toning,Weight Gain",541,31.5,33.0,3.2,11.2,Medium,16,Yes,No,1 × Vegetable Stew + Brown Bread + 1 × Coffee,Yes
222,Spinach Corn Rotis,Dinner,Non-Veg,Balanced,"Toning,Yoga",211,19.9,60.4,2.7,12.5,Low,20,Yes,No,1 × Spinach Corn Rotis + 1 × Green Tea,Yes
223,Grilled Fish + Quinoa,Breakfast,Non-Veg,Surplus,Weight Loss,335,26.4,36.8,19.4,5.5,Low,27,No,No,1 × Grilled Fish + Quinoa + 1 × Fruit Bowl,No
224,Pesarattu + Peanut Chutney,Lunch,Non-Veg,Deficit,Weight Loss,414,26.1,46.7,15.2,6.9,High,20,No,No,1 × Pesarattu + Peanut Chutney + 1 × Chutney,No
225,Quinoa Veg Salad,Snack,Non-Veg,Deficit,Toning,506,24.4,29.8,10.1,10.3,Low,23,Yes,No,1 × Quinoa Veg Salad + 1 × Herbal Tea,Yes
226,Tandoori Chicken Salad,Snack,Non-Veg,Deficit,"Toning,Weight Gain",312,16.7,74.1,9.3,6.6,Medium,19,Yes,No,1 × Tandoori Chicken Salad + 1 × Chutney,No
227,Rajma Rice,Breakfast,Veg,Surplus,"Weight Loss,Weight Gain",508,23.2,74.4,4.6,9.2,Low,28,No,Yes,1 × Rajma Rice + 1 × Soup,Yes
228,Sprouts Poha,Breakfast,Veg,Deficit,Weight Loss,634,29.8,30.2,13.3,6.6,High,8,No,No,1 × Sprouts Poha + 1 × Coffee,Yes
229,Grilled Fish + Quinoa,Breakfast,Veg,Surplus,Yoga,536,15.1,40.5,8.1,5.7,High,25,No,No,1 × Grilled Fish + Quinoa + 1 × Fruit Bowl,Yes
230,Vegetable Stew + Brown Bread,Breakfast,Non-Veg,Surplus,"Weight Gain,Toning",441,11.7,62.3,5.2,3.1,High,32,No,Yes,1 × Vegetable Stew + Brown Bread + 1 × Green Tea,No
231,Apple Almond Porridge,Dinner,Non-Veg,Deficit,"Yoga,Weight Gain",637,15.9,72.7,7.6,7.1,Low,15,Yes,No,1 × Apple Almond Porridge + 1 × Coffee,No
232,Multigrain Paratha + Dahi,Breakfast,Veg,Surplus,"Weight Gain,Weight Loss",379,17.5,34.6,10.0,8.5,High,20,Yes,No,1 × Multigrain Paratha + Dahi + 1 × Green Tea,Yes
233,Chana Salad,Breakfast,Non-Veg,Balanced,"Weight Gain,Toning",421,35.7,68.9,5.8,11.1,Medium,11,No,Yes,1 × Chana Salad + 1 × Salad,Yes
234,Oats Upma + Vegetables,Snack,Non-Veg,Balanced,"Weight Loss,Yoga",424,26.9,60.3,11.9,5.4,High,14,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Soup,No
235,Tandoori Chicken Salad,Lunch,Non-Veg,Deficit,"Weight Gain,Weight Loss",659,24.9,39.2,10.8,4.2,Low,28,No,Yes,1 × Tandoori Chicken Salad + 1 × w/ Curd,No
236,Mixed Dal Dosa,Lunch,Veg,Deficit,Weight Loss,511,14.6,60.2,7.1,5.8,Medium,18,No,No,1 × Mixed Dal Dosa + 1 × Herbal Tea,Yes
237,Oats Upma + Vegetables,Dinner,Non-Veg,Balanced,"Weight Loss,Yoga",318,30.2,34.1,11.8,5.9,Low,27,Yes,No,1 × Oats Upma + Vegetables + 1 × Lassi,No
238,Ragi Idli + Sambar,Snack,Veg,Surplus,Yoga,493,18.0,28.5,4.5,12.2,High,21,Yes,No,1 × Ragi Idli + Sambar + 1 × Herbal Tea,No
239,Lentil Roll,Snack,Non-Veg,Balanced,"Yoga,Weight Gain",251,20.1,70.4,13.0,9.7,High,30,Yes,No,1 × Lentil Roll + 1 × Soup,Yes
240,Sprouts Poha,Dinner,Non-Veg,Surplus,Weight Gain,285,8.2,37.0,6.0,8.8,Low,29,Yes,No,1 × Sprouts Poha + 1 × w/ Curd,Yes
241,Nutri Nuggets Stir Fry,Breakfast,Non-Veg,Balanced,Yoga,482,9.8,61.4,23.5,8.6,High,24,No,No,1 × Nutri Nuggets Stir Fry + 1 × Salad,No
242,Chana Salad,Breakfast,Non-Veg,Deficit,Weight Gain,314,35.6,70.5,5.5,6.9,High,18,Yes,No,1 × Chana Salad + 1 × Coffee,Yes
243,Oats Upma + Vegetables,Breakfast,Non-Veg,Surplus,Weight Gain,580,24.6,78.6,16.5,13.0,High,10,Yes,Yes,1 × Oats Upma + Vegetables + 1 × Lassi,Yes
244,Bottle Gourd Curry + Rice,Lunch,Veg,Surplus,Weight Gain,302,34.1,66.8,20.7,6.6,Low,14,Yes,No,1 × Bottle Gourd Curry + Rice + 1 × Coffee,No
245,Ragi Idli + Sambar,Lunch,Veg,Balanced,Weight Gain,236,26.6,75.2,14.9,6.9,Medium,10,No,Yes,1 × Ragi Idli + Sambar + 1 × Coffee,No
246,Mixed Dal Dosa,Lunch,Non-Veg,Balanced,Yoga,367,27.7,65.8,11.3,4.2,Medium,13,No,No,1 × Mixed Dal Dosa + 1 × Soup,Yes
247,Lentil Roll,Dinner,Veg,Surplus,Weight Loss,568,12.1,35.9,14.7,4.2,Low,15,No,No,1 × Lentil Roll + 1 × Coffee,No
248,Spinach Corn Rotis,Dinner,Non-Veg,Deficit,Weight Gain,266,7.4,58.0,9.6,5.6,Low,27,Yes,Yes,1 × Spinach Corn Rotis + 1 × Herbal Tea,No
249,Chana Salad,Snack,Non-Veg,Deficit,Weight Loss,280,10.5,35.0,11.5,12.5,High,23,No,No,1 × Chana Salad + 1 × Lassi,No
